,title,order,body,A,B,C,D,E,resposta,resolucao
23,"Questão 19 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)Ser cronistaSei que",24,"<div class=""dangerous-html""><div>(ENEM 2022)</div><div><br></div><div>Ser cronista</div><div><br></div><div>Sei que não sou, mas tenho meditado ligeiramente no assunto.</div><div><br></div><div>Crônica é um relato? É uma conversa? É um resumo de um estado de espírito? Não sei, pois antes de começar a escrever para o Jornal do Brasil, eu só tinha escrito romances e contos.<br></div><div><br></div><div>E também sem perceber, à medida que escrevia para aqui, ia me tomando pessoal demais, correndo o risco de em breve publicar minha vida passada e presente, o que não pretendo. Outra coisa notei: basta eu saber que estou escrevendo para o jornal, isto é, para algo aberto facilmente por todo o mundo, e não para um livro, que só é aberto por quem realmente quer, para que, sem mesmo sentir, o modo de escrever se transforme. Não é que me desagrade mudar, pelo contrário. Mas queria que fossem mudanças mais profundas e interiores que não viessem a se refletir no escrever. Mas mudar só porque isso é uma coluna ou uma crônica? Ser mais leve só porque o leitor assim o quer? Divertir? Fazer passar uns minutos de leitura? E outra coisa: nos meus livros quero profundamente a comunicação profunda comigo e com o leitor. Aqui no jornal apenas falo com o leitor e agrada-me que ele fique agradado. Vou dizer a verdade: não estou contente.<br></div><div><br></div><div style=""text-align:right""><span>LISPECTOR, C. In: <strong>A descoberta do mundo</strong>. Rio de Janeiro: Rocco, 1909</span><br></div><div><br></div><div>No texto, ao refletir sobre a atividade de cronista, a autora questiona características do gênero crônica, como<br></div></div>","<div class=""exercise-answer__content dangerous-html""><span style=""font-size:1em"">relação distanciada entre os interlocutores.</span></div>","<div class=""exercise-answer__content dangerous-html"">articulação de vários núcleos narrativos.</div>","<div class=""exercise-answer__content dangerous-html"">brevidade no tratamento da temática.<br></div>","<div class=""exercise-answer__content dangerous-html"">descrição minuciosa dos personagens.<br></div>","<div class=""exercise-answer__content dangerous-html"">público leitor exclusivo.</div>",C,"
Ao longo do texto, Clarice Lispector faz vários questionamentos, mas um, em especial, parece ser aquele que mais a incomoda: ""Fazer passar uns minutos de leitura?"". É sabido que a crônica é um texto breve e é isso que a autora questiona ao afirmar ""... quero profundamente a comunicação profunda comigo e com o leitor"". Clarice Lispector parece não se sentir confortável com a meta de ser rápida e profunda. Profundidade, para Clarice Lispector, é algo exigente e que não cabe em um jornal: ""Aqui no jomal apenas falo com o leitor..."". Sendo assim, o item C é o verdadeiro."
24,"Questão 20 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)Projeto na Câmara de",25,"<div class=""dangerous-html""><p>(ENEM 2022)</p><p style=""text-align:center""><strong>Projeto na Câmara de BH quer a vacinação gratuita de cães contra a leishmaniose</strong></p><p style=""text-align:center"">A doença é grave e vem causando preocupação na região metropolitana da capital mineira</p><p style=""text-align:justify"">Ela é uma doença grave, transmitida pela picada do Si mosquito-palha, e afeta tanto os seres humanos quanto os cachorros: a leishmaniose. Por ser um problema de saúde pública, a doença pode ganhar uma ação preventiva importante, caso um projeto de lei seja aprovado na Câmara Municipal de Belo Horizonte (CMBH). Diante do alto número de casos da doença na Grande BH, a Comissão de Saúde e Saneamento da CMBH aprovou a proposta de realização de campanhas públicas de vacinação gratuita de cães contra a leishmaniose, tema do PL 404/17, apreciado pelo colegiado em reunião ordinária, no dia 6 de dezembro.</p><p style=""text-align:right""><span>Disponível em: https://revistaencontro.com.br. Acesso em: 11 dez 2017.</span></p><p style=""text-align:justify"">Essa notícia, além de cumprir sua função informativa, assume o papel de</p><div style=""text-align:justify""><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>fiscalizar as ações de saúde e saneamento da cidade.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>defender os serviços gratuitos de atendimento à população.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>conscientizar a população sobre grave problema de saúde pública.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>propor campanhas para a ampliação de acesso aos serviços públicos.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>responsabilizar os agentes públicos pela demora na tomada de decisões.<br></p></div>",C,"
A notícia é um gênero textual que, por vezes, consegue ir além de um simples conjunto de informações. Como o tema é de interesse de uma comunidade, o texto cumpre a função de conscientizar a população sobre um grave problema de saúde pública: uma doença perigosa que afeta humanos e cães. Sendo assim, o texto tanto informa como clarifica na crítica do leitor a importância da vacinação."
25,"Questão 21 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)Vanda vinha do inter",26,"<div class=""dangerous-html""><p>(ENEM 2022)</p><p style=""text-align:justify"">Vanda vinha do interior de Minas Gerais e de dentro de um livro de Charles Dickens. Sem dinheiro para criá-la, sua mãe a dera, com seus sete anos, a uma conhecida. Ao recebê-la, a mulher perguntou o que a garotinha gostava de comer. Anotou tudo num papel. Mal a mãe virou as costas, no entanto, a fulana amassou a lista e, como uma vilã de folhetim, decretou: ""A partir de hoje, você não vai mais nem sentir o cheiro dessas comidas!"".</p><p style=""text-align:justify"">Vanda trabalhou lá até os quinze anos, quando recebeu a carta de uma prima com uma nota de cem cruzeiros, saiu de casa com a roupa do corpo e fugiu num ônibus para São Paulo.</p><p style=""text-align:justify"">Todas as vezes que eu e minha irmã a importunávamos com nossas demandas de criança mimada, ela nos contava histórias da infância de gata-borralheira, fazia-nos apertar seu nariz quebrado por uma das filhas da ""patroa"" com um rolo de amassar pão e nos expulsava da cozinha: ""Sai pra lá, peste, e me deixa acabar essa janta"".</p><p style=""text-align:right""><span>PRATA, A. </span><strong><span>Nu de botas</span></strong><span>. São Paulo Cia das Letras, 2013 (adaptado).</span></p><p style=""text-align:justify"">Pela ótica do narrador, a trajetória da empregada de sua casa assume um efeito expressivo decorrente da</p></div>","<div class=""exercise-answer__content dangerous-html""><p>citação a referências literárias tradicionais.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>alusão à inocência das crianças da época.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>estratégia de questionar a bondade humana.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>descrição detalhada das pessoas do interior.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>representação anedótica de atos de violência.<br></p></div>",E,"Nessa questão, precisamos entender qual é o efeito expressivo que o texto traz sobre a trajetória da empregada. 
O texto traz os atos de violência que a empregada sofreu durante sua infância/adolescência por meio de anedotas contadas para o narrador e sua irmã, de uma forma diferente que outros textos normalmente iriam abordar a questão da violência. 
Portanto, a alternativa correta é a letra E. "
26,"Questão 22 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)TEXTO ISILVEIRA, R.",27,"<div><p style=""text-align:justify"">(ENEM 2022)</p><p style=""text-align:justify""><strong>TEXTO I</strong><br></p><p style=""text-align:center""><img data-filename=""58491"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0xNCAwMTowNjoxNCArMDAwMDU2NTcxNQ==.png""><br></p><p style=""text-align:right""><span>SILVEIRA, R. In absentia, 1983. Instalação, 17ª Bienal de São Paulo. Disponível em: www.bienal.org.br. Acesso em: 1 set. 2016 (adaptado).</span></p><p style=""text-align:justify""><strong>TEXTO II</strong></p><p style=""text-align:justify"">O termo ready-made foi criado por Marcel Duchamp (1887-1968) para designar um tipo de objeto, por ele inventado, que consiste em um ou mais artigos de uso cotidiano, produzidos em massa, selecionados sem critérios estéticos e expostos como obras de arte em espaços especializados (museus e galerias). Seu primeiro ready-made, de 1912, é uma roda de bicicleta montada sobre um banquinho (Roda de bicicleta). Ao transformar qualquer objeto em obra de arte, o artista realiza uma crítica radical ao sistema da arte. </p><p style=""text-align:right""><span>Disponivel em: www.bienal.org.br Acesso em: 1 set 2016 (adaptado)</span><br></p><p style=""text-align:justify"">A instalação In absentia propõe um diálogo com o ready-made Roda de bicicleta, demonstrando que</p></div>","<div class=""exercise-answer__content dangerous-html""><p>as formas de criticar obras do passado se repetem.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>a recorrência de temas marca a arte do final do século XX.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>as criações desmistificam os valores estéticos estabelecidos.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>o distanciamento temporal permite a transformação dos referenciais estéticos.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>o objeto ausente sugere a degradação da forma superando o modelo artístico.<br></p></div>",C,"Na questão, precisamos entender qual é o dialogo entre os dois textos apresentados, ou seja, buscar o que existe de semelhante em cada texto.
Tanto a obra de Duchamp, quanto a instalação na bienal de São Paulo, rompem com os padrões estéticos estabelecidos até então na arte.
Então, elas acabam por desmistificar e desafiar os valores estéticos estabelecidos."
27,"Questão 23 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)O Recife fervilhava",28,"<div class=""dangerous-html""><p>(ENEM 2022)</p><p style=""text-align:justify"">O Recife fervilhava no começo da década de 1990, e os artistas trabalhavam para resgatar o prestígio da cultura pernambucana. Era preciso se inspirar, literalmente, nas raízes sobre as quais a cidade se construiu. Foi aí que, em 1992, com a publicação de um manifesto escrito pelo músico e jornalista Fred Zero Quatro, da banda Mundo Livre S/A, nasceu o manguebeat. O nome vem de ""mangue"", vegetação típica da região, e ""beat"", para representar as batidas e as influências musicais que o movimento abraçaria a partir dali. Era a hora e a vez de os caranguejos - aos quais os músicos recifenses gostavam de se comparar - mostrarem as caras: o maracatu e suas alfaias se misturaram com as batidas do hip-hop, as guitarras do rock, elementos eletrônicos e o sotaque recifense de Chico Science. A busca pelo novo rendeu uma perspectiva diferente do Brasil ao olhar para o Recife. A cidade deixou de ser o lugar apenas do frevo e do carnaval, transformando-se na ebulição musical que continua a acontecer mesmo após os 25 anos do lançamento do primeiro disco da Nação Zumbi, Da lama ao caos.<br></p><p style=""text-align:right""><span>FORCIONI, G. et al. <strong>O mangue está de volta</strong>. Revista Esquinas, n. 87, set 2019 (adaptado).</span></p><p style=""text-align:left"">Chico Science foi fundamental para a renovação da música pernambucana, fato que se deu pela</p></div>","<div class=""exercise-answer__content dangerous-html""><p>utilização de aparelhos musicais eletrônicos em lugar dos instrumentos tradicionais.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>ocupação de espaços da natureza local para a produção de eventos musicais memoráveis.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>substituição de antigas práticas musicais, como o frevo, por melodias e harmonias inovadoras.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>recuperação de composições tradicionais folclóricas e sua apresentação em grandes festivais.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>integração de referenciais culturais de diferentes origens, criando uma nova combinação estética.<br></p></div>",E,"
O texto trata das tradições pernambucanas e da importância de Chico Science para o processo de renovação do cenário musical do estado. Nesse contexto, a combinação de diferentes elementos e de referenciais culturais distintos fez surgir uma nova combinação estética."
28,"Questão 24 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)Ela era linda. Gosta",29,"<div class=""dangerous-html""><p style=""text-align:justify"">(ENEM 2022)</p><p style=""text-align:justify"">Ela era linda. Gostava de dançar, fazia teatro em São Paulo e sonhava ser atriz em Hollywood. Tinha 13 anos quando ganhou uma câmera de vídeo - e uma irmã. As duas se tomaram suas companheiras de experimentações. Adolescente, Elena vivia a criar filminhos e se empenhava em dirigir a pequena Petra nas cenas que inventava. Era exigente com a imă. E acreditava no potencial da menina para satisfazer seus arroubos de diretora precoce. Por cinco anos, integrou algumas das melhores companhias paulistanas de teatro e participou de preleções para filmes e trabalhos na TV. Nunca foi chamada. No início de 1990, Elena tinha 20 anos quando se mudou para Nova York para cursar artes cênicas e batalhar uma chance no mercado americano. Deslocada, ansiosa, frustrada após alguns testes de elenco malsucedidos, decepcionada com a ausência de reconhecimento e vitimada por uma depressão que se agravava com a falta de perspectivas, Elena pôs fim à vida no segundo semestre. Petra tinha 7 anos. Vinte anos depois, é ela, a irmã caçula, que volta a Nova York para percorrer os últimos passos da irmã, vasculhar seus arquivos e transformar suas memórias em imagem e poesia.&nbsp;</p><p style=""text-align:justify"">Elena é um filme sobre a irmã que parte e sobre a irmã que fica. É um filme sobre a busca, a perda, a saudade, mas também sobre o encontro, o legado, a memória. Um filme sobre a Elena de Petra e sobre a Petra de Elena, sobre o que ficou de uma na outra e, essencialmente, um filme sobre a delicadeza.</p><p style=""text-align:right""><span>VANUCHI, C. Época, 19 out. 2012 (adaptado).</span></p><p style=""text-align:justify"">O texto é exemplar de um gênero discursivo que cumpre a função social de</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>narrar, por meio de imagem e poesia, cenas da vida das irmãs Petra e Elena.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>descrever, por meio das memórias de Petra, a separação de duas irmãs.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>sintetizar, por meio das principais cenas do filme, a história de Elena.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>lançar, por meio da história de vida do autor, um filme autobiográfico.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>avaliar, por meio de análise crítica, o filme em referência.</p><div><br></div></div>",E,"
O texto é um exemplo de resenha, gênero que se caracteriza por apresentar um produto cultural, fazendo uma apreciação crítica sobre ele. No segundo parágrafo, o autor emprega subjetividade ao revelar as diferentes temáticas que permeiam o filme e destaca a delicadeza como aspecto essencialmente presente na obra."
29,"Questão 25 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)PALAVRA - As gramáti",30,"<div class=""dangerous-html""><p style=""text-align:justify"">(ENEM 2022)</p><p style=""text-align:justify"">PALAVRA - As gramáticas classificam as palavras em substantivo, adjetivo, verbo, advérbio, conjunção, pronome, numeral, artigo e preposição. Os poetas classificam as palavras pela alma porque gostam de brincar com elas, e para brincar com elas é preciso ter intimidade primeiro. É a alma da palavra que define, explica, ofende ou elogia, se coloca entre o significante e o significado para dizer o que quer, dar sentimento às coisas, fazer sentido. A palavra nuvem chove. A palavra triste chora. A palavra sono dorme. A palavra tempo passa. A palavra fogo queima. A palavra faca corta. A palavra carro corre. A palavra ""palavra"" diz. O que quer.</p><p style=""text-align:justify"">E nunca desdiz depois. As palavras têm corpo e alma, mas são diferentes das pessoas em vários pontos. As palavras dizem o que querem, está dito, e pronto.</p><p><br></p><p style=""text-align:right""><span>FALCÃO, A. <strong>Pequeno dicionário de palavras ao vento</strong>.&nbsp;</span><span>São Paulo Salamandra, 2013 (adaptado)</span></p><p><br></p><p>Esse texto, que simula um verbete para a palavra ""palavra"", constitui-se como um poema porque</p></div>","<div class=""exercise-answer__content dangerous-html""><p>tematiza o fazer poético, como em ""Os poetas classificam as palavras pela alma"".<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>utiliza o recurso expressivo da metáfora, como em ""As palavras têm corpo e alma"".</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>valoriza a gramática da língua, como em ""substantivo, adjetivo, verbo, advérbio, conjunção"".</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>estabelece comparações, como em ""As palavras têm corpo e alma, mas são diferentes das pessoas"".</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>apresenta informações pertinentes acerca do conceito de ""palavra"", como em ""As gramáticas classificam as palavras"".</p><p><br></p></div>",B,"
Tradicionalmente, o verbete de dicionário tem caráter metalinguístico, pois utiliza a língua como código, a fim de explicar o significado de uma palavra da própria língua. Outro aspecto característico desse gênero é sua objetividade informativa, que evidencia a função referencial. O texto em questão, no entanto, apresenta recursos expressivos, como a metáfora, para evidenciar o arranjo singular e o cuidado estético característico do gênero poema."
30,"Questão 26 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)Morte lenta ao luso",31,"<div class=""dangerous-html""><p>(ENEM 2022)<br></p><p style=""text-align:justify"">Morte lenta ao luso infame que inventou a calçada portuguesa. Maldito D. Manuel I e sua corja de tenentes Eusébios. Quadrados de pedregulho irregular socados à mão. A mão! É claro que ia soltar, ninguém reparou que ia soltar? Branco, preto, branco, preto, as ondas do mar de Copacabana. De que me servem as ondas do mar de Copacabana? Me deem chão liso, sem protuberâncias calcárias. Mosaico estúpido. Mania de mosaico. Joga concreto em cima e aplaina. Buraco, cratera, pedra solta, bueiro-bomba. Depois dos setenta, a vida se transforma numa interminável corrida de obstáculos. A queda é a maior ameaça para o idoso. ""Idoso"", palavra odienta. Pior, só ""terceira idade"". A queda separa a velhice da senilidade extrema. O tombo destrói a cadeia que liga a cabeça aos pés. Adeus, corpo. Em casa, vou de corrimão em corrimão, tateio móveis e paredes, e tomo banho sentado. Da poltrona para a janela, da janela para a cama, da cama para a poltrona, da poltrona para a janela. Olha aí, outra vez, a pedrinha traiçoeira atrás de me pegar. Um dia eu caio, hoje não.</p><p style=""text-align:right"">TORRES, F. <strong>Fim.</strong> São Paulo: Cia, das Letras, 2013.<br></p><div style=""text-align:left"">O recurso que caracteriza a organização estrutural desse texto é o(a)</div><p></p></div>","<div class=""exercise-answer__content dangerous-html""><p>justaposição de sequências verbais e nominais.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>mudança de eventos resultante do jogo temporal.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>uso de adjetivos qualificativos na descrição do cenário.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>encadeamento semântico pelo uso de substantivo sinônimos.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>inter-relação entre orações por elementos linguísticos lógicos.<br></p></div>",A,"
O texto de Fernanda Torres é organizado a partir do processo da justaposição de sequências verbais e nominais, combinando frases e estabelecendo relações sintáticas entre elas. No texto, há uma recorrência a sinais de pontuação ou pausas para vincular duas ou mais frases, caracterizando períodos ou orações que deveriam constituir períodos independentes, mas foram justapostos, de modo a formar um período único."
31,"Questão 27 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)A escrava-Admira-me-",32,"<div class=""dangerous-html""><div style=""text-align:justify""><br></div><div style=""text-align:justify"">(ENEM 2022)<br></div><div style=""text-align:justify""><br></div><div style=""text-align:center""><strong>A escrava</strong></div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">-Admira-me-, disse uma senhora de sentimentos sinceramente abolicionistas; faz-me até pasmar como se possa sentir, e expressar sentimentos escravocratas, no presente século, no século dezenove! A moral religiosa e a moral cívica aí se erguem, e falam bem alto esmagando a hidra que envenena a família no mais sagrado santuário seu, e desmoraliza, e avilta a nação inteira! Levantai os olhos ao Gólgota, ou percorrei-os em torno da sociedade, e dizei-me:</div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">-Para que se deu em sacrifício o Homem Deus, que ali exalou seu derradeiro alento? Ah! Então não é verdade que seu sangue era o resgate do homem! E então uma mentira abominável ter esse sangue comprado a liberdade!? E depois, olhai a sociedade... Não vedes o abutre que a corrói constantemente!... Não sentis a desmoralização que a enerva, o cancro que a destrói?</div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">Por qualquer modo que encaremos a escravidão, ela é, e será sempre um grande mal. Dela a decadência do comércio; porque o comércio e a lavoura caminham de mãos dadas, e o escravo não pode fazer florescer a lavoura; porque o seu trabalho é forçado.</div><div style=""text-align:justify""><br></div><div style=""text-align:right""><span>REIS, M. F. <strong>Úrsula e outras obras.</strong> Brasília: Câmara dos Deputados, 2018.</span></div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">Inscrito na estética romântica da literatura brasileira, o conto descortina aspectos da realidade nacional no século XIX ao</div><div style=""text-align:justify""><br></div></div>","<div class=""exercise-answer__content dangerous-html"">revelar a imposição de crenças religiosas a pessoas escravizadas.</div>","<div class=""exercise-answer__content dangerous-html"">apontar a hipocrisia do discurso conservador na defesa da escravidão.</div>","<div class=""exercise-answer__content dangerous-html"">sugerir práticas de violência física e moral em nome do progresso material.</div>","<div class=""exercise-answer__content dangerous-html"">relacionar o declínio da produção agrícola e comercial a questões raciais.</div>","<div class=""exercise-answer__content dangerous-html"">ironizar o comportamento dos proprietários de terra na exploração do trabalho.</div>",B,"Nessa questão precisamos entender como o texto aborda as questões nacionais do século XIX.
No texto, a autora aponta as inconsistências entre o discurso conservador na defesa da escravidão, já que as pessoas se apoiam em questões espirituais, religiosas e cívicas para defender brutalidades como a escravidão no Brasil. "
32,"Questão 28 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)TEXTO IProjeto Mural",33,"<div class=""dangerous-html""><p style=""text-align:justify"">(ENEM 2022)<br></p><p style=""text-align:justify""><strong>TEXTO I</strong></p><p></p><div style=""text-align:justify"">Projeto Mural Eletrônico desenvolvido no INT, semelhante a um totem, promete tornar o acesso à informação disponível para todos</div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">A inclusão de pessoas com deficiência se constituiu um dos principais desafios e preocupações para a sociedade ao longo das últimas décadas. E o uso da tecnologia tem se revelado um aliado fundamental em muitas iniciativas voltadas para essa área. Exemplo disso é uma das recentes criações do Instituto Nacional de Tecnologia (INT)-unidade de pesquisa do Ministério da Ciência, Tecnologia, Inovações e Comunicações (MCTIC). Ali, com o objetivo de que as diferenças entre pessoas não sejam sinônimo de obstáculos no acesso à informação ou na comunicação, engenheiros e tecnólogos vêm trabalhando no desenvolvimento do projeto Mural Eletrônico.</div><p></p><p style=""text-align:justify"">O Mural Eletrônico nasceu da necessidade de promover a inclusão nas escolas. Com interface multimídia e interativa, todos têm a possibilidade de acessar o Mural Eletrônico. Por meio do equipamento, podem ser disponibilizados videos com Libras, leitura sonora de textos, que também estarão acessíveis em uma plataforma de braille dinâmico, ao lado do teclado.</p><p style=""text-align:right""><span style=""text-align:left""><span>KIFFER, D. Inclusão ampla e Irrestrita </span><strong><span>Rio Pesquisa</span></strong><span>, n. 36, set 2016 (adaptado).</span></span></p><div><div style=""text-align:justify""><strong>TEXTO II</strong></div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">Projeto Surdonews, desenvolvido na UFRJ, garante acesso de surdos à informação e contribuí para sua ""inclusão científica""</div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">Para não permitir que a falta de informação seja um fator para o isolamento e a inacessibilidade da comunidade surda, a jornalista e pesquisadora Roberta Savedra Schiaffino criou o projeto ""Surdonews: montando os quebra-cabeças das notícias para o surdo"". Trata-se de uma página no Facebook, com notícias constantemente atualizadas e apresentadas por surdos em Libras, e veiculadas por meio de vídeos.</div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">A ideia de criar o projeto surgiu quando Roberta, ela própria surda profunda, ainda cursava o mestrado. Para isso, ela procurou traçar um diagnóstico do conhecimento informal entre as pessoas com surdez. Ela entrevistou cinquenta alunos surdos do ensino fundamental e viu que eles tinham muita dificuldade de ler, além de não captar a notícia falada. ""Isso é muito grave, pois 90% do saber de um indivíduo vem do conhecimento informal, adquirido em feiras científicas, conversas, cinema, teatro, incluindo a mídia, por todas as suas possibilidades disseminadoras"", explica a pesquisadora. ""Prezamos pelo conteúdo científico em nossas pautas. Contudo, independentemente disso, nosso principal trabalho é, além de informar e atualizar, fazer com que os textos não sejam empobrecidos no processo de 'tradução' e, sim, acessíveis"".</div><div style=""text-align:justify""><br></div><div style=""text-align:right""><span>KIFFER, D. Comunicação sem barreiras. </span><strong><span>Rio Pesquisa</span></strong><span>, n. 37, dez 2016 (adaptado).</span></div><div style=""text-align:justify""><br></div><div style=""text-align:justify"">Considerando-se o tema tecnologias e acessibilidade, os textos I e II aproximam-se porque apresentam projetos que</div></div></div>","<div class=""exercise-answer__content dangerous-html""><p>garantem a igualdade entre as pessoas.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>foram criados por uma pesquisadora surda.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>tiveram origem em um curso de pós-graduação.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>estão circunscritos ao espaço institucional da escola.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>têm como objetivo a disseminação do conhecimento.<br></p></div>",E,"Nessa questão precisamos entender qual é a confluência temática entre os dois textos.
O texto I aborda o acesso à informação, em especial para as pessoas com deficiência (PCDs). Já o texto II, fala sobre a inclusão científica das pessoas surdas.  
Portanto, ambos os textos tem como objetivo a disseminação do conhecimento, para todas as pessoas."
33,"Questão 29 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: Mas seu olhar verde, inconfundí",34,"<div class=""dangerous-html""><p style=""text-align:justify"">Mas seu olhar verde, inconfundível, impressionante, iluminava com sua luz misteriosa as sombrias arcadas superciliares, que pareciam queimadas por ela, dizia logo a sua origem cruzada e decantada através das misérias e dos orgulhos de homens de aventura, contadores de histórias fantásticas, e de mulheres caladas e sofredoras, que acompanhavam os maridos e amantes através das matas intermináveis, expostas às febres, às feras, às cobras do sertão indecifrável, ameaçador e sem fim, que elas percorriam com a ambição única de um ""pouso"" onde pudessem viver, por alguns dias, a vida ilusória de família e de lar, sempre no encalço dos homens, enfebrados pela procura do ouro e do diamante.</p><p><br></p><p style=""text-align:right""><span>PENNA, C<strong>. Fronteira</strong> Rio de Janeiro Tecnoprint, s/d.</span></p><p><br></p><p>Ao descrever os olhos de Maria Santa, o narrador estabelece correlações que refletem a</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>caracterização da personagem como mestiça.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>construção do enredo de conquistas da família.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>relação conflituosa das mulheres e seus maridos.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>nostalgia do desejo de viver como os antepassados.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>marca de antigos sofrimentos no fluxo de consciência.</p><div><br></div></div>",E,"O narrador correlaciona o olhar “impressionante” de Maria Santa às suas “arcadas superciliares, que pareciam queimadas"", às misérias e orgulhos de “mulheres caladas e sofredoras” e à exposição ""às febres, às feras, às cobras do sertão indecifrável"", realidade vivida pelos garimpeiros que percorriam o território nacional em busca de ouro e diamante. Ou seja, os fatos narrados a partir da descrição do olhar de Maria Santa relatam marcas de antigos sofrimentos originários de uma vida repleta de dificuldades.
Essas correlações são organizadas em um único período, no qual o narrador tenta criar um fluxo contínuo de pensamentos, entremeado com impressões pessoais, simulando o fluxo de consciência da personagem."
