,title,order,body,A,B,C,D,E,resposta,resolucao
26,ENEM2023LIN22: MigalhasEntre a toalha branca e,27,"<div class=""dangerous-html""><div style=""text-align:center""><strong>Migalhas</strong></div><div><br></div><div>Entre a toalha branca e um bule de café</div><div>seria inapropriado dizer&nbsp;</div><div>eu não te amo mais.</div><div>Era necessário algo mais solene,</div><div>um jardim japonês</div><div>para as perdas pensadas,</div><div>um noturno de tempestade&nbsp;</div><div>para arrebentar de dor,&nbsp;</div><div>uma praia de pedras para chorar&nbsp;</div><div>em silêncio, uma cama alta&nbsp;</div><div>para o incenso da despedida,&nbsp;</div><div>uma janela&nbsp;</div><div>dando para o abismo.</div><div>No entanto você abaixa os olhos&nbsp;</div><div>e recolhe lentamente as migalhas de pão&nbsp;</div><div>sobre a mesa posta para dois.</div><div style=""text-align:right""><span>MARQUES, A. M.<strong> A vida submarina</strong>. São Paulo: Cia. das Letras, 2021.</span></div><div><br></div><div>Nesse poema, a representação do sentimento amoroso recupera a tradição lírica, mas se ajusta à vida contemporânea ao</div></div>","<div class=""exercise-answer__content dangerous-html"">invocar o interlocutor para uma tomada de posição.&nbsp;</div>","<div class=""exercise-answer__content dangerous-html"">questionar a validade do envolvimento romântico.</div>","<div class=""exercise-answer__content dangerous-html""><div>diluir em banalidade a comoção de um amor frustrado.</div></div>","<div class=""exercise-answer__content dangerous-html"">transformar em paz as emoções conflituosas do casal.</div>","<div class=""exercise-answer__content dangerous-html"">condicionar a existência da paixão a espaços idealizados.</div>",C,"<div class=""dangerous-html""><p>Nesse poema, a representação do sentimento amoroso se ajusta à visão contemporânea ao diluir em banalidade a comoção de um amor frustrado. Pode-se inferir essa ideia a partir do verso “eu não te amo mais"" (v. 3) e dos três últimos versos: ""No entanto você abaixa os olhos / e recolhe lentamente as migalhas de pão / sobre a mesa posta para dois.""<br></p></div>"
27,ENEM2023LIN23: ,28,"<div class=""dangerous-html""><div>&nbsp;&nbsp;&nbsp;&nbsp;Passado muito tempo, resolvi tentar falar, porque estava sozinha me embrenhando na mesma vereda que Donana costumava entrar. Ainda recordo da palavra que escolhi: arado. Me deleitava vendo meu pai conduzindo o arado velho da fazenda carregado pelo boi, rasgando a terra para depois lançar grãos de arroz em torrões marrons e vermelhos revolvidos. Gostava do som redondo, fácil e ruidoso que tinha ao ser enunciado. ""Vou trabalhar no arado."" ""Vou arar a terra,"" ""Seria bom ter um arado novo, esse arado tá troncho e velho."" O som que deixou minha boca era uma aberração, uma desordem, como se no lugar do pedaço perdido da língua tivesse um ovo quente. Era um arado torto, deformado, que penetrava a terra de tal forma a deixá-la infértil, destruída, dilacerada.</div><div><br></div><div style=""text-align:right""><span>VIEIRA JR., I. <strong>Torto arado</strong>. São Paulo: Todavia, 2019.</span></div><div><br></div><div>Com a perda de parte da língua na infância, a narradora tenta voltar a falar. Essa tentativa revela uma experiência que</div></div>","<div class=""exercise-answer__content dangerous-html"">reflete o olhar do pai sobre as etapas do plantio.</div>","<div class=""exercise-answer__content dangerous-html"">metaforiza a linguagem como ferramenta de lavoura.</div>","<div class=""exercise-answer__content dangerous-html""><div>explicita, na busca pela palavra, o medo da solidão.</div></div>","<div class=""exercise-answer__content dangerous-html"">confirma a frustração da narradora com relação à terra.&nbsp;</div>","<div class=""exercise-answer__content dangerous-html"">sugere, na ausência da linguagem, a estagnação do tempo.</div>",B,"<div class=""dangerous-html""><p><br></p></div>"
28,ENEM2023LIN25: ,29,"<div class=""dangerous-html""><div>&nbsp;&nbsp;&nbsp;&nbsp;E assim as coisas continuaram acontecendo entre os dois, em quase sustos, um grande por acaso com cacoetes de gestos definitivos. Com o Nunca Mais se oferecendo o tempo todo, bastaria dizer foi um prazer ter te conhecido, bastaria não trocar telefones nem e-mails e enterrar a casualidade com a cal da sabedoria - nada poderia ser definitivo, os encontros duravam duas horas ou duas décadas ou duas vezes isso, mas em algum momento necessariamente seria o fim. De todos os grandes amores. De todos os pequenos. De todas as juras, das promessas, de todos os na-alegria-e-na-tristeza. De todos os não amores, os desamores, os casamentos para sempre. os rancores para sempre, de todas as paralelas que só se viabilizam na abstração da geometria, de todas as pequenas paixões e de todas as grandes paixões, de tudo que para na antessala da paixão, de todos os vínculos não experimentados, de todos.</div><div><br></div><div style=""text-align:right""><span>LISBOA, A. <strong>Rakushisha</strong>. Rio de Janeiro: Objetiva, 2014.</span></div><div><br></div><div>O recurso que promove a progressão textual, contribuindo para a construção da ideia de que as relações amorosas têm um enredo comum, é a</div></div>","<div class=""exercise-answer__content dangerous-html"">repetição do pronome indefinido ""todos"".</div>","<div class=""exercise-answer__content dangerous-html"">utilização do travessão na marcação do aposto.</div>","<div class=""exercise-answer__content dangerous-html"">retomada do antecedente pelo pronome ""isso"".</div>","<div class=""exercise-answer__content dangerous-html""><div>contraposição de ideias marcada pela conjunção ""mas"".</div></div>","<div class=""exercise-answer__content dangerous-html""><div>substantivação de expressões pela anteposição do artigo.</div></div>",A,"<div class=""dangerous-html""><p><br></p></div>"
29,ENEM2023LIN26: A garganta é a gruta que guarda,30,"<div class=""dangerous-html""><div>A garganta é a gruta que guarda o som&nbsp;</div><div>A garganta está entre a mente e o coração&nbsp;</div><div>Vem coisa de cima, vem coisa de baixo e de&nbsp;</div><div>&nbsp;&nbsp;&nbsp;&nbsp;[repente um nó (e o que eu quero dizer?)</div><div>Às vezes, acontece um negócio esquisito</div><div>Quando eu quero falar eu grito, quando eu quero&nbsp;</div><div>&nbsp;&nbsp;&nbsp;&nbsp;[gritar eu falo, o resultado</div><div>Calo.</div><div><br></div><div style=""text-align:right""><span>ESTRELA D'ALVA, R. Disponível em: https://claudia abru.com br. Acesso em: 23 nov. 2021 (fragmento).</span></div><div><br></div><div>A função emotiva presente no poema cumpre o propósito do eu lírico de</div></div>","<div class=""exercise-answer__content dangerous-html"">revelar as desilusões amorosas.</div>","<div class=""exercise-answer__content dangerous-html"">refletir sobre a censura à sua voz.</div>","<div class=""exercise-answer__content dangerous-html"">expressar a dificuldade de comunicação.</div>","<div class=""exercise-answer__content dangerous-html"">ressaltar a existência de pressões externas.</div>","<div class=""exercise-answer__content dangerous-html"">manifestar as dores do processo de criação.</div>",C,"<div class=""dangerous-html""><p><br></p></div>"
30,ENEM2023LIN27: ,31,"<div class=""dangerous-html""><div>&nbsp;&nbsp;&nbsp;&nbsp;Alguém muito recentemente cortara o mato, que na época das chuvas crescia e rodeava a casa da mãe de Ponciá Vicêncio e de Luandi. Havia também vestígios de que a terra fora revolvida, como se ali fosse plantar uma pequena roça. Luandi sorriu. A mãe devia estar bastante forte, pois ainda labutava a terra Cantou aito uma cantiga que aprendera com o pai, quando eles trabalhavam na terra dos brancos. Era uma canção que os negros mais velhos ensinavam aos mais novos. Eles diziam ser uma cantiga de voltar, que os homens, lá na África, entoavam sempre, quando estavam regressando da pesca, da caça ou de algum lugar. O pai de Luandi, no dia em que queria agradar à mulher, costumava entoar aquela cantiga ao se aproximar de casa. Luandi não entendia as palavras do canto, sabia, porém, que era uma lingua que alguns negros falavam ainda, principalmente os velhos. Era uma cantiga alegre. Luandi, além de cantar, acompanhava o ritmo batendo com as palmas das mãos em um atabaque imaginário. Estava de regresso à terra. Voltava em casa. Chegava cantando, dançando a doce e vitoriosa cantiga de regressar.</div><div><br></div><div style=""text-align:right""><span>EVARISTO, C. <strong>Ponciá Vicêncio</strong>. Rio de Janeiro: Pallas, 2018.</span></div><div><br></div><div>A leitura do texto permite reconhecer como patrimônio linguístico que a ""cantiga de voltar"" como patrimônio linguístico que</div></div>","<div class=""exercise-answer__content dangerous-html"">representa a memória de uma língua africana extinta.</div>","<div class=""exercise-answer__content dangerous-html"">exalta a rotina executada por jovens afrodescendentes.</div>","<div class=""exercise-answer__content dangerous-html"">preserva a ancestralidade africana por meio da tradição oral.&nbsp;</div>","<div class=""exercise-answer__content dangerous-html"">resgata a musicalidade africana por meio de palavras inteligíveis.</div>","<div class=""exercise-answer__content dangerous-html"">remonta à tristeza dos negros mais velhos com saudade da África.</div>",C,"<div class=""dangerous-html"">O texto apresenta passagens explícitas, como ""Cantou alto uma cantiga que aprendera a com o pai..."" e ""Era uma canção que os negros mais velhos ensinavam aos mais novos"". Tais passagens textuais demonstram a manutenção das marcas da ancestralidade africana por meio da transmissão de conhecimentos orais.</div>"
31,ENEM2023LIN28: TEXTO I,32,"<div class=""dangerous-html""><div><strong>TEXTO I</strong></div><div><br></div><div>&nbsp;&nbsp;&nbsp;&nbsp;Zapeei os canais, como há dezenas de anos faço, e pá: parei num que exibia um episódio daquela velha família do futuro, Os <i>Jetsons</i>.</div><div>&nbsp;&nbsp;&nbsp;&nbsp;Nesse episódio em particular, a Jane Jetson, esposa do George, tratava de dirigir aquele veículo voador deles. Meu queixo foi caindo à medida que as piadinhas machistas sobre mulheres dirigirem foram se acumulando. Impressionante! Que futuro careta aqueles roteiristas imaginavam! Seriam incapazes de projetar algo melhor, e não apenas em termos de tecnologias, robôs e carros voadores? Será que nossa máxima visão de futuro só atinge as coisas, e jamais as pessoas? Como a Jane, uma mulher de 33 anos no desenho, poderia ser o que foram as minhas bisavós?</div><div>&nbsp;&nbsp;&nbsp;&nbsp;O futuro, naquele desenho, se esqueceu de ser melhor nas relações entre as pessoas. Aliás... tão parecido com a vida.<br></div><div>&nbsp;&nbsp;&nbsp;&nbsp;Fiquei de cara, como dizemos aqui, ou como dizíamos na minha adolescência, pobre adolescência, aprendendo, sem querer e sem muita defesa, um futuro tão besta quanto o passado.<br></div><div><br></div><div style=""text-align:right""><span>RIBEIRO, A. E. Disponível em: www.rascunho.com.br. Acesso em: 21 out. 2021 (adaptado).</span></div><div><br></div><div><strong>TEXTO II</strong></div><div><br></div><div>&nbsp;&nbsp;&nbsp;&nbsp;Masculino e feminino são campos escorregadios que só se definem por oposição, sempre incompleta, um do outro. São formações imaginárias que buscam produzir uma diferença radical e complementar onde são de fato, mínimas diferenças. O resto é questão de estilo. Até pelo menos a segunda metade do século 19, o divisor de águas era claro: os homens ocupavam o espaço e as mulheres tratavam da vida privada. Privada de quê? Privada de visibilidade, diria Hannah Arendt. De visibilidade pública. Do que as mulheres estiveram privadas até o século 20 foi de presença pública manifesta não em imagem, mas em palavra. A palavra feminina, reservada ao espaço doméstico, não produzia diferença na vida social.</div><div><br></div><div style=""text-align:right""><span>KHEL, M. R. Disponível em: https://alias.estadao.com.br. Acesso em: 10 out. 2021 (adaptado).</span></div><div><br></div><div>A representação da mulher apresentada no Texto I pode ser explicada pelo Texto II no que diz respeito à(às)</div></div>","<div class=""exercise-answer__content dangerous-html"">censura a formas de expressão femininas.</div>","<div class=""exercise-answer__content dangerous-html"">ausência da figura feminina na vida pública.</div>","<div class=""exercise-answer__content dangerous-html"">construções imaginárias cristalizadas na sociedade.</div>","<div class=""exercise-answer__content dangerous-html""><div>limitações inerentes às figuras femininas e masculinas.</div></div>","<div class=""exercise-answer__content dangerous-html"">dificuldade na atribuição de papéis masculinos e femininos.</div>",C,"<div class=""dangerous-html""><p>O texto II nos apresenta a percepção de diferenças de gênero aplicadas na sociedade, tomando como base as citações de Hannah Arendt. Discute-se a restrição da participação feminina segregada na vida pública, mostrando, dessa forma, uma inferiorização da mulher, tal qual se discute também no texto I, tomando como base a personagem Jane Jetson, vítima de piadas machistas.</p><p>Resposta correta: C</p><p>Resolução cedida pelo SAS Plataforma de Educação em parceria com o Colégio Ari de Sá</p></div>"
32,ENEM2023LIN29: Disponível em: www.defensoriapu,33,"<div><p style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMy0xMS0wNiAwMDoyMzo1MyArMDAwMDM4OTE5OQ==.png"" data-filename=""64477""><br></p><p style=""text-align:right""><span>Disponível em: www.defensoriapublica.mt.gov.br. Acesso em: 29 out. 2021 (adaptado).</span></p><p>Esse anúncio publicitário, veiculado durante o contexto da pandemia de covid-19, tem por finalidade</p></div>","<div class=""exercise-answer__content dangerous-html""><div>divulgar o canal telefônico de atendimento a casos de violência contra a mulher.</div></div>","<div class=""exercise-answer__content dangerous-html"">informar sobre a atuação de uma entidade defensora da mulher vítima de violência.</div>","<div class=""exercise-answer__content dangerous-html""><div>evidenciar o trabalho da Defensoria Pública em relação ao problema do abuso contra a mulher.</div></div>","<div class=""exercise-answer__content dangerous-html""><div>alertar a sociedade sobre o aumento da violência contra a mulher em decorrência do coronavírus.</div></div>","<div class=""exercise-answer__content dangerous-html""><div>incentivar o público feminino a denunciar crimes de violência contra a mulher durante o período de isolamento.</div></div>",E,"<div class=""dangerous-html""><p>Embora o anúncio nos apresente as mulheres de máscara em referência às campanhas de prevenção à Covid-19, o texto publicitário, por meio do seu teor injuntivo, incentiva as mulheres a denunciarem quaisquer crimes de violência que venham a sofrer.<br></p></div>"
33,"ENEM2023LIN30: ""São tantas formas de matar um",34,"<div class=""dangerous-html""><p>""São tantas formas de matar um preto<br></p><p style=""text-align:left""> Que para alguns sua morte é justificada</p><p style=""text-align:left""> Devia tá fazendo coisa errada</p><p style=""text-align:left"">Se não era bandido, um dia lá ser </p><p style=""text-align:left"">Por ser PRETO sua morte é defendida </p><p style=""text-align:left"">O PRETO sempre merece morrer"".</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;A estrofe acima é do poeta e educador social Baticum Proletário, que atua na periferia de Fortaleza, no Ceará preparando jovens - em quase sua totalidade de negros - para enfrentar as dificuldades impostas pelo racismo estrutural no país.</p><p>&nbsp;&nbsp;&nbsp;&nbsp;É a partir da arte que Baticum consegue envolver a juventude em um projeto de fortalecimento dessa população ao promover batalhas de rimas, slams e saraus com temáticas que discutem os problemas sociais. Não por acaso, o tema mais explorado nas rimas, versos e prosas é a violência. De acordo com o mais recente Atlas da violência, em 2019, os negros representaram 77% das vítimas de homicídios, quase 30 assassinatos por 100 mil habitantes, a maioria deles jovens.</p><p>&nbsp;&nbsp;&nbsp;&nbsp;O Atlas revela ainda que um negro tem quase 2.7 vezes mais chance de ser morto do que um branco, o que justifica o movimento de resistência crescente no Brasil</p><p style=""text-align:right""><span>MENDONÇA, F. Disponível em: www.cartacapital.com.br. Acesso em: 22 nov. 2021 (adaptado)</span>.</p><p><br></p><p>O uso de citação e de dados estatísticos nesse texto tem o objetivo de</p></div>","<div class=""exercise-answer__content dangerous-html"">ressaltar a importância da poesia para denunciar a morte de negros, que cresce a cada dia.</div>","<div class=""exercise-answer__content dangerous-html""><div>destacar o crescimento exponencial da temática do preconceito na produção literária no Brasil.</div><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><div>demonstrar o incremento no quantitativo de expressões artísticas na discussão de problemas sociais.</div><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><div>evidenciar argumentos que reforçam a ideia de que os negros são vítimas em potencial da violência.</div><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><div>salientar o aumento da participação de jovens nos movimentos de resistência na área da cultura</div><div><br></div></div>",D,"<div class=""dangerous-html""><p>O uso de citação e de dados estatísticos incrementa os argumentos que expõem a condição de vulnerabilidade da população preta no Brasil.</p><p>Resposta correta: D</p><p>Resolução cedida pelo SAS Plataforma de Educação em parceria com o Colégio Ari de Sá<br></p></div>"
34,ENEM2023LIN31: ,35,"<div class=""dangerous-html""><p>&nbsp;&nbsp;&nbsp;&nbsp;No princípio era o verbo. A frase que abre o primeiro capítulo do Evangelho de João e remete à criação do mundo, assim como também faz o Gênesis, é a mais famosa da Bíblia. A ideia de que o mundo é criado pela palavra, porém, é tão estruturante que está presente em outras religiões, para muito além das fundadas no cristianismo. Como humanos, a linguagem é o mundo que habitamos. Basta tentar imaginar um mundo em que não podemos usar palavras para dizer de nós e dos outros para compreender o que isso significa. Ou um mundo em que aquilo que você diz não é entendido pelo outro, e o que o outro diz não é entendido por você.<br>&nbsp;&nbsp;&nbsp;&nbsp;O que acontece então quando a palavra é destruída e, com ela, a linguagem? Durante séculos, em diferentes sociedades e línguas, é importante lembrar, a linguagem serviu - e ainda serve - para manter privilégios de grupos de poder e deixar todos os outros de fora. Quem entende linguagens de advogados, juízes e promotores, linguagem de médicos, linguagem de burocratas, linguagem de cientistas? A maior parte da população foi submetida à violência de propositalmente ser impedida de compreender a linguagem daqueles que determinam seus destinos.<br>&nbsp;&nbsp;&nbsp;&nbsp;Se o princípio é o verbo, o fim pode ser o silenciamento. Mesmo que ele seja cheio de gritos entre aqueles que já não têm linguagem comum para compreender uns aos outros.</p><p style=""text-align:right""><span>BRUM, E. Disponivel em: https://brasil.elpais.com. Acesso em: 5 nov. 2021</span>,</p><p>Nesse texto, a estratégia usada para convencer o leitor de que uma grande parcela da população não compreende a linguagem daqueles que detém o poder foi</p></div>","<div class=""exercise-answer__content dangerous-html"">revelar a origem religiosa da linguagem.<br></div>","<div class=""exercise-answer__content dangerous-html"">questionar o temor sobre o futuro da linguagem.</div>","<div class=""exercise-answer__content dangerous-html"">descrever a relação entre sociedade e linguagem.</div>","<div class=""exercise-answer__content dangerous-html"">apresentar as consequências do esfacelamento da linguagem.</div>","<div class=""exercise-answer__content dangerous-html"">criticar o obstáculo promovido pelos usos especializados da linguagem.</div>",E,"<div class=""dangerous-html""><p>A questão enfatiza que os usos especializados da linguagem geram interferências no processo comunicativo, criando segregações linguísticas que geram abismos na comunicação e na sociedade.</p><p>Resposta correta: E</p><p>Resolução cedida pelo SAS Plataforma de Educação em parceria com o Colégio Ari de Sá<br></p></div>"
35,ENEM2023LIN32: ,36,"<div class=""dangerous-html""><p>&nbsp;&nbsp;&nbsp;&nbsp;Um grupo de pesquisadores da Universidade Federal do Ceará desenvolveu um dicionário para traduzir sintomas de doenças da linguagem popular para os termos médicos. Defruço, chanha e piloura, por exemplo, podem ser termos conhecidos para muitos, mas, durante uma consulta médica, o desconhecimento pode significar um diagnóstico errado.<br>&nbsp;&nbsp;&nbsp;&nbsp;""Isso é um registro histórico e pode ser muito útil para estudos dessas comunidades, na abordagem médica delas. É de certa forma pioneiro no Brasil e, sem dúvida, um instrumento de trabalho importante, porque a comunicação é fundamental na relação médico-paciente"", avalia o reitor da instituição.</p><p style=""text-align:right""><span>Disponível em: https://g1.globo.com. Acesso em: 1 nov. 2021 (adaptado).</span></p><p>Ao registrarem usos regionais de termos da área médica, pesquisadores</p></div>","<div class=""exercise-answer__content dangerous-html"">apontaram erros motivados pelo desconhecimento da variedade linguística local.</div>","<div class=""exercise-answer__content dangerous-html"">explicaram problemas provocados pela incapacidade de comunicação.</div>","<div class=""exercise-answer__content dangerous-html"">descobriram novos sintomas de doenças existentes na comunidade.</div>","<div class=""exercise-answer__content dangerous-html"">propiciaram melhor compreensão dos sintomas dos pacientes.</div>","<div class=""exercise-answer__content dangerous-html"">divulgaram um novo rol de doenças características da localidade.</div>",D,"<div class=""dangerous-html""><p><br></p></div>"
36,ENEM2023LIN33: ,37,"<div class=""dangerous-html""><p>&nbsp;&nbsp;&nbsp;&nbsp;Mandioca, macaxeira, aipim e castelinha são nomes diferentes da mesma planta. Semáforo, sinaleiro e farol também significam a mesma coisa. O que muda é só o hábito cultural de cada região. A mesma coisa acontece com a Língua Brasileira de Sinais (Libras). Embora ela seja a comunicação oficial da comunidade surda no Brasil, existem sinais que variam em relação à região, à idade e até ao gênero de quem se comunica. A cor verde, por exemplo, possui sinais diferentes no Rio de Janeiro, Paraná e São Paulo. São os regionalismos na língua de sinais.<br>&nbsp;&nbsp;&nbsp;&nbsp;Essas variações são um dos temas da disciplina Linguística na língua de sinais, oferecida pela Universidade Estadual Paulista (Unesp) ao longo do segundo semestre. ""Muitas pessoas pensam que a língua de sinais é universal, o que não é verdade"", explica a professora e chefe do Departamento de Linguística, Literatura e Letras Clássicas da Unesp. ""Mesmo dentro de um mesmo país, ela sofre variação em relação à localização geográfica, à faixa etária e até ao gênero dos usuários"", completa a especialista.<br>&nbsp;&nbsp;&nbsp;&nbsp;Os surdos podem criar sinais diferentes para identificar lugares, objetos e conceitos. Em São Paulo, o sinal de ""cerveja"" é feito com um giro do punho como uma meia-volta. Em Minas, a bebida é citada quando os dedos indicador e médio batem no lado do rosto. Também ocorrem mudanças históricas. Um sinal pode sofrer alterações decorrentes dos costumes da geração que o utiliza.</p><p style=""text-align:right""><span>Disponível em: www.educacao.sp.gov.br. Acesso em: 1 nov. 2021 (adaptado).</span></p><p><br></p><p>Nesse texto, a Língua Brasileira de Sinais (Libras)</p></div>","<div class=""exercise-answer__content dangerous-html"">passa por fenômenos de variação linguística como qualquer outra língua.</div>","<div class=""exercise-answer__content dangerous-html"">apresenta variações regionais, assumindo novo sentido para algumas palavras.</div>","<div class=""exercise-answer__content dangerous-html"">sofre mudança estrutural motivada pelo uso de sinais diferentes para algumas palavras.</div>","<div class=""exercise-answer__content dangerous-html"">diferencia-se em todo o Brasil, desenvolvendo cada região a sua própria língua de sinais.</div>","<div class=""exercise-answer__content dangerous-html"">é ininteligível para parte dos usuários em razão das mudanças de sinais motivadas geograficamente.</div>",A,"<div class=""dangerous-html""><p><br></p></div>"
37,ENEM2023LIN34: ,39,"<div class=""dangerous-html""><p>&nbsp;&nbsp;&nbsp;&nbsp;Como é bom reencontrar os leitores da Revista da Cultura por meio de uma publicação com outro visual, conteúdo de qualidade e interesses ampliados! Jcultural, este nome simples, e eu diria mesmo familiar, nasce entre dois colchetes voltados para fora. E não é por acaso: são sinais abertos, receptivos, propícios à circulação de ideias. O DNA da publicação se mantém o mesmo, afinal, por longos anos montamos nossas edições com assuntos saídos das estantes de uma grande livraria - e assim continuará sendo. Literatura, sociologia, filosofia, artes... nunca será difícil montar a pauta da revista porque os livros nos ensinam que monotonia é só para quem não lê.</p><p style=""text-align:right""><span>HERZ, P. Jcultura[, n. 1, jun. 2018 (adaptado).</span></p><p>O uso não padrão dos colchetes para nomear a revista atribui-lhes uma nova função e está correlacionado ao(à)</p></div>","<div class=""exercise-answer__content dangerous-html"">perfil de público-alvo, constituído por leitores exigentes e especializados em leitura acadêmica.</div>","<div class=""exercise-answer__content dangerous-html"">propósito do editor, chamando a atenção para o rigor normativo nos textos da revista.</div>","<div class=""exercise-answer__content dangerous-html"">exclusividade na seleção temática, direcionada para a área das ciências humanas.</div>","<div class=""exercise-answer__content dangerous-html"">identidade da revista, voltada para a recepção e a promoção de ideias circulantes em livros.</div>","<div class=""exercise-answer__content dangerous-html""><div>padrão editorial dos artigos, organizados em torno de uma proposta de design inovador.</div><div><br></div></div>",D,"<div class=""dangerous-html""><p><br></p></div>"
38,"ENEM2023LIN35: TEXTO IAlegria, alegriaO sol na",40,"<div class=""dangerous-html""><p style=""text-align:left""><strong>TEXTO I<br></strong></p><div style=""text-align:center""><strong>Alegria, alegria</strong></div><div style=""text-align:left""><strong><br></strong>O sol nas bancas de revista<br>Me enche de alegria e preguiça<br>Quem lê tanta notícia<br>Eu vou<br>Por entre fotos e nomes<br>Os olhos cheios de cores<br>O peito cheio de amores vãos<br>Eu vou<br>Por que não, por que não?</div><p style=""text-align:right""><span>VELOSO, C. Alegria, alegria. Rio de Janeiro: Polygram, 1990 (fragmento).</span></p><p><strong>TEXTO II</strong></p><p style=""text-align:center""><strong>Anjos tronchos</strong></p><p>Uns anjos tronchos do Vale do Silício<br>Desses que vivem no escuro em plena luz<br>Disseram vai ser virtuoso no vício<br>Das telas dos azuis mais do que azuis</p><p>Agora a minha história é um denso algoritmo<br>Que vende venda a vendedores reais<br>Neurônios meus ganharam novo outro ritmo<br>E mais, e mais, e mais, e mais, e mais</p><p><br></p><p style=""text-align:right""><span>VELOSO, C. Meu coco. Rio de Janeiro: Sony, 2021 (fragmento</span></p><p style=""text-align:right""><br></p><p>Embora oriundas de momentos históricos diferentes, essas letras de canção têm em comum a</p></div>","<div class=""exercise-answer__content dangerous-html"">referência às cores como elemento de crítica a hábitos contemporâneos.</div>","<div class=""exercise-answer__content dangerous-html"">percepção da profusão de informações gerada pela tecnologia.</div>","<div class=""exercise-answer__content dangerous-html"">contraposição entre os vícios e as virtudes da vida moderna.</div>","<div class=""exercise-answer__content dangerous-html"">busca constante pela liberdade de expressão individual</div>","<div class=""exercise-answer__content dangerous-html"">crítica à finalidade comercial das notícias.</div>",B,"<div class=""dangerous-html""><p><br></p></div>"
39,ENEM2023LIN36: Dão Lalalão,41,"<div class=""dangerous-html""><p style=""text-align:center""><strong>Dão Lalalão</strong></p><p style=""text-align:center"">&nbsp;&nbsp;&nbsp;&nbsp;<br></p><div style=""text-align:justify""><strong>&nbsp; &nbsp;</strong>&nbsp;<span style=""text-align:left"">Do povoado do Ão, ou dos sítios perto, alguém precisava urgente de querer vir por escutar a novela do rádio. Ouvia-a, aprendia-a, guardava na ideia, e, retornado ao Ão, no dia seguinte, a repetia a outros.<br></span>&nbsp;&nbsp;&nbsp;&nbsp;<span style=""text-align:left"">Assim estavam jantando, vinham os do povoado receber a nova parte da novela do rádio. Ouvir já tinham ouvido tudo, de uma vez, fugia da regra: falhara ali no Ão, na véspera, o caminhão de um comprador de galinhas e ovos, seo Abrãozinho Buristém, que carregava um rádio pequeno, de pilhas, armara um fio no arame da cerca... Mas queriam escutar outra vez, por confirmação. ""A estória é estável de boa, mal que acompridada: taca e não rende..."". explicava o Zuz ao Dalberto.<br></span>&nbsp;&nbsp;&nbsp;&nbsp;<span style=""text-align:left"">Soropita começou a recontar o capítulo da novela. Sem trabalho, se recordava das palavras, até com clareza - disso se admirava. Contava com prazer de demorar, encher a sala com o poder de outros altos personagens. Tomar a atenção de todos, pudesse contar aquilo noite adiante. Era preciso trazer luz, nem uns enxergavam mais os outros; quando alguém ria, ria de muito longe. O capítulo da novela estava terminando.</span></div><p></p><p style=""text-align:right""><span>ROSA, JG. Noites do sertão (Corpo de baile). São Paulo: Global, 2021.</span></p><p>Nesse trecho do conto, o gosto dos moradores do povoado por ouvir a novela de rádio recontada por Soropita deve-se ao(à)</p></div>","<div class=""exercise-answer__content dangerous-html"">qualidade do som do rádio.</div>","<div class=""exercise-answer__content dangerous-html"">estabilidade do enredo contado.</div>","<div class=""exercise-answer__content dangerous-html"">ineditismo do capítulo da novela.</div>","<div class=""exercise-answer__content dangerous-html"">jeito singular de falar aos ouvintes.</div>","<div class=""exercise-answer__content dangerous-html"">dificuldade de compreensão da história</div>",D,"<div class=""dangerous-html""><p><br></p></div>"
